mir,sapiens,denisovan,altai,vindja,chag,DiffSapDen,DiffSapVin,DiffSapAlt,DiffDenVin,DiffDenAlt,DiffAltVin,DiffSapCha,DiffVinCha,DiffDenCha,DiffAltCha
miR-5582-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548w,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4441,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-520g-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4460,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-431-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-489-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-765,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-5588-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548i,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-10397-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4289,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6779-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4717-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-376a-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-548ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4801,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-641,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-3188,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4787-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4477a,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-548x-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-7705,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-12123,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-549a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3909,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-5692b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-10a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6772-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1226-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-98-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4999-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-631,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1205,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6806-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6868-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-8083,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-8065,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1236-3p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5088-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6800-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6795-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-10396b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-590-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6512-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-6814-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3670,1,6,6,6,6,-5,-5,-5,0,0,0,-5,0,0,0
miR-1271-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4768-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-548at-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3677-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548an,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-548ax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6806-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4766-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-524-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4524b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3929,9,8,8,8,8,1,1,1,0,0,0,1,0,0,0
miR-4735-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3682-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4267,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4297,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1206,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4514,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-888-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-34c-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6797-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-5787,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-6751-3p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-548m,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-30d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4785,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-8071,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-5193,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
miR-6735-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-302f,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-585-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4714-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6737-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-376b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-361-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6850-5p,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
miR-548as-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-598-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7845-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-9851-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-589-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-487a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6839-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-5008-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6849-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-770-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4504,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6840-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4638-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6748-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-498-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3974,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6859-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-520b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3667-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6875-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-6724-5p,3,0,0,0,0,3,3,3,0,0,0,3,0,0,0
miR-597-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-200b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-12136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4313,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-432-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4426,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4999-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-9-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-512-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-29b-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-9-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-635,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548g-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-106b-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-216b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3194-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6821-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3126-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-214-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-2467-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1912-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-137-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4524a-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-369-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6722-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-324-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-181b-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4659b-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6744-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-6805-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4683,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-570-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4284,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1293,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3667-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548bb-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7b-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-668-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-526b-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6845-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3136-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-7108-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-141-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4746-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5579-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4717-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-661,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6893-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1185-1-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-9901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6852-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6505-5p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-26a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3154,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3943,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4653-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6886-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4670-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6860,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4680-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4501,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6851-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-122b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-320e,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-151a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4771,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6835-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-330-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-10392-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4481,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-100-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6767-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6844,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6850-3p,0,0,4,4,4,0,-4,-4,-4,-4,0,-4,0,-4,0
miR-302b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6792-3p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-3150b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-34a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-203a-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1275,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-493-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-4632-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4443,5,6,6,6,6,-1,-1,-1,0,0,0,-1,0,0,0
miR-6717-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-452-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-3681-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-8067,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1248,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548h-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6826-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-34c-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-520e-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4723-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-762,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-5572,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-10395-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-24-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4432,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4707-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-378b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-302a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-643,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-1537-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3186-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-217-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3176,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-17-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6780b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3682-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4804-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-579-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-873-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6743-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4312,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6794-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-494-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4524a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6824-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1298-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-10522-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6739-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1915-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-10400-3p,3,0,3,3,3,3,0,0,-3,-3,0,0,0,-3,0
miR-1297,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6878-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6855-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6726-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4782-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6760-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3675-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6758-3p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-146b-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-124-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-499b-3p,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
miR-365b-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-885-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-10525-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6874-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-3672,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-23a-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-587,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-500b-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-20a-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-6762-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4676-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7a-2-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-3140-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4677-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3123,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-12121,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4486,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6756-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-889-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1292-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-216a-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
let-7f-1-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-3064-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-431-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-4526,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6781-3p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-7109-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6885-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-10523-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-624-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-135a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-182-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-370-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4685-5p,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
miR-671-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4679,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-421,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-151b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3663-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3926,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548az-3p,2,4,2,2,2,-2,0,0,2,2,0,0,0,2,0
miR-608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3184-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-30b-3p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-455-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548j-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5192,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-128-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4774-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-548aq-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3663-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-3191-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6762-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6839-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4434,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-6732-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4494,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-937-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-556-5p,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-6750-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-149-5p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-485-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-4796-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6501-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1251-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1208,2,2,0,0,0,0,2,2,2,2,0,2,0,2,0
miR-3938,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-2277-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7151-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-122-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-527,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-642b-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1277-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-551a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-8074,0,6,0,0,0,-6,0,0,6,6,0,0,0,6,0
miR-4753-3p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-548c-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6847-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-328-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-200a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-134-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-605-3p,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
miR-648,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6748-5p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-4703-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6868-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6787-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-2392,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1273c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-483-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6750-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-506-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4662a-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-10397-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1178-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6769b-5p,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0
miR-432-5p,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
