mir,sapiens,denisovan,altai,vindja,chag,DiffSapDen,DiffSapVin,DiffSapAlt,DiffDenVin,DiffDenAlt,DiffAltVin,DiffSapCha,DiffVinCha,DiffDenCha,DiffAltCha
miR-6819-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-668-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-10527-5p,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
miR-3689c,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-552-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-664b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6790-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-12122,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-6780a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-10392-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4701-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6072,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6888-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3148,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-19b-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548aw,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3940-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-106a-5p,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
miR-30c-2-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-29a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4697-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-5700,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-188-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-8064,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
miR-5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3182,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
miR-4685-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-508-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4665-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6830-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6866-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3192-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5187-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-92b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3925-5p,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
miR-4736,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-8053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-486-5p,1,10,10,10,10,-9,-9,-9,0,0,0,-9,0,0,0
miR-153-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6884-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-195-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-208b-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-3613-3p,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0
miR-9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-21-3p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-4708-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4766-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-449a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1303,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
miR-4708-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4253,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-3689e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-16-1-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-135a-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6737-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6734-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2682-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-10b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6785-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6124,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-190a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5590-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4485-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5692c,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
miR-548ae-5p,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-6753-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-495-3p,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0
miR-1271-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3620-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7153-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-501-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-1292-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3064-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-4643,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-7157-5p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-514b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-136-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-450a-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1260a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3120-3p,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
miR-4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-103a-1-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-4716-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-100-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5006-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-5587-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4794,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-191-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-185-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6742-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-450b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6791-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6871-3p,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0
miR-12128,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3973,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
miR-6516-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4668-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6500-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-483-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-598-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5685,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-409-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-548ba,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6778-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6820-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-376a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4733-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4491,10,0,0,0,0,10,10,10,0,0,0,10,0,0,0
miR-6501-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3186-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5701,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
miR-10a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4789-5p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4795-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-29b-1-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548am-5p,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-379-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-3658,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
miR-183-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1179,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-510-3p,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-3085-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-7159-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3714,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-363-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4711-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-11399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-105-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-126-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-2114-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7161-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4695-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4639-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6504-3p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-516b-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-378e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4657,10,0,0,0,0,10,10,10,0,0,0,10,0,0,0
miR-2277-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4646-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6774-5p,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
miR-6765-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-1199-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-509-3-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1238-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-8059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-663b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1468-3p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-657,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
miR-4758-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4500,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
let-7a-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-329-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4797-5p,13,13,12,13,13,0,0,1,0,1,-1,0,0,0,-1
miR-548ad-5p,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-190b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4763-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-5590-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5189-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-191-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6738-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6508-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-7152-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-375-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-605-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-548b-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-548at-5p,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4746-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6873-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-877-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3675-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6768-3p,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
miR-3168,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-556-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-6857-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-148b-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-506-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7515,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6780a-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-576-3p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4484,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
miR-199a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-373-5p,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-181b-2-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-576-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548k,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-516a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6777-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-219b-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-6863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3200-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let-7c-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-32-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3124-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4802-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-519e-5p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-1250-3p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4707-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3136-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4778-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-4701-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4695-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3942-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-143-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3919,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-1253,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-301a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4523,0,12,0,0,0,-12,0,0,12,12,0,0,0,12,0
miR-1227-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4764-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3616-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5009-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-4255,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-607,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-620,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3679-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-11401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-98-3p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-6793-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7112-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520a-5p,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-639,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5586-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3117-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-202-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4430,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-6502-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-891b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6818-5p,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0
miR-6842-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4645-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4691-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2467-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-6829-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-548n,10,22,10,10,10,-12,0,0,12,12,0,0,0,12,0
miR-5706,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-190a-3p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
miR-6718-5p,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
miR-3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-12127,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-520d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5004-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4422,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0
miR-1915-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-154-3p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-548aq-5p,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
miR-7974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-150-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6721-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-203a-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-6759-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4745-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-188-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6870-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4740-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6835-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5010-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3529-3p,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
miR-4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3155a,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-210-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-130b-5p,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-877-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-592,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1273h-5p,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-1914-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3611,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-4666b,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-3157-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4666a-5p,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
miR-520c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-526b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4693-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-675-3p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-23a-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6763-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5001-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-376b-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6760-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-6810-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1199-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548e-3p,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0
miR-4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7-1-3p,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0
miR-9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4487,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
miR-609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3117-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4520-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-7152-3p,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0
miR-551b-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-1251-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-708-5p,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
miR-3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-5088-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-23c,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-187-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6858-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3680-3p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-3184-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-2115-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-3128,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
miR-1537-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4445-5p,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
miR-4725-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-6726-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
